Feature ID,Domain,Capability,Status,Evidence,Truth Boundary,Production Gate
W6P19-011,Technical studies,Average True Range,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-012,Technical studies,Stochastic oscillator,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-013,Advanced chart,Chart source freshness and methodology metadata,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-014,Advanced chart UI,Responsive Advanced Chart Studio,implemented-local-foundation,apps/web/public/assets/routes/advanced-chart.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-015,Advanced chart UI,Candlestick SVG visualization,implemented-local-foundation,apps/web/public/assets/routes/advanced-chart.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-016,Advanced chart UI,Indicator catalogue and pane evidence,implemented-local-foundation,apps/web/public/assets/routes/advanced-chart.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-017,Financials,Annual income cash flow and balance-sheet fixtures,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-018,Financials,Quarterly statement fixtures,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-019,Financials,Currency and period preservation,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-020,Financials,Gross margin derivation,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-021,Financials,Operating margin derivation,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-022,Financials,Net margin derivation,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-023,Financials,Revenue growth derivation,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-024,Financials UI,Annual statement data grid,implemented-local-foundation,apps/web/public/assets/routes/fundamentals-estimates.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-025,Financials UI,Quarterly trend panel,implemented-local-foundation,apps/web/public/assets/routes/fundamentals-estimates.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-026,Earnings,Historical earnings actuals and estimates,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-027,Earnings,EPS surprise calculation fixture,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-028,Earnings,Revenue actual and consensus fixture,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-029,Estimates,Next-period EPS consensus range,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-030,Estimates,Next-period revenue consensus range,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-031,Estimates,Thirty-day revision breadth,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-032,Earnings UI,Earnings surprise history panel,implemented-local-foundation,apps/web/public/assets/routes/fundamentals-estimates.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-033,Estimates UI,Consensus range cards,implemented-local-foundation,apps/web/public/assets/routes/fundamentals-estimates.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-034,Corporate actions,Dividend fixture records,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-035,Corporate actions,Split fixture records,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-036,Corporate actions,Adjustment policy metadata,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-037,Filings,Issuer filing index,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-038,Filings,Filing detail route,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-039,Filings,Searchable section content fixtures,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-040,Filings,Stable section citation IDs,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-041,Filings,Source locator and retrieval metadata,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-042,Filings UI,Responsive filing workspace,implemented-local-foundation,apps/web/public/assets/routes/filing-workspace.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-043,Filings UI,Client-side section search,implemented-local-foundation,apps/web/public/assets/routes/filing-workspace.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-044,Filings UI,Section deep navigation,implemented-local-foundation,apps/web/public/assets/routes/filing-workspace.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-045,Events,Asset event calendar API,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-046,Events,Date-range filtering,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-047,Events,Event-type filtering,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-048,Events,Filing-linked earnings event fixtures,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-049,Events UI,Responsive grouped event calendar,implemented-local-foundation,apps/web/public/assets/routes/event-calendar.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-050,Comparison,Normalized series rebased to 100,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-051,Comparison,Maximum six unique assets,implemented-local-foundation,packages/schemas/asset-comparison-request.schema.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-052,Comparison,Cross-asset snapshot API,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-053,Comparison,Asset-class-aware valuation omission,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-054,Comparison UI,Responsive multi-line comparison lab,implemented-local-foundation,apps/web/public/assets/routes/comparison-lab.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-055,Comparison UI,Comparable snapshot data grid,implemented-local-foundation,apps/web/public/assets/routes/comparison-lab.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-056,Saved chart layouts,Workspace-scoped local chart layouts,implemented-local-foundation,src/asset-intelligence/chart-layout-store.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-057,Saved chart layouts,Atomic layout persistence,implemented-local-foundation,src/asset-intelligence/chart-layout-store.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-058,Saved chart layouts,Idempotent layout creation API,implemented-local-foundation,src/server/server.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-059,Saved chart layouts,Audited layout creation and deletion,implemented-local-foundation,src/asset-intelligence/chart-layout-store.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-060,Saved chart layouts,Chart layout deletion API,implemented-local-foundation,src/server/server.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-061,Schemas,Advanced comparison request runtime enforcement,implemented-local-foundation,packages/schemas/asset-comparison-request.schema.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-062,Schemas,Chart layout runtime enforcement,implemented-local-foundation,packages/schemas/chart-layout-input.schema.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-063,Contracts,Machine-readable advanced asset intelligence contract,implemented-local-foundation,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-064,Architecture,Five modular frontend route modules,implemented-local-foundation,apps/web/public/assets/routes,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-065,Architecture,Separate advanced asset service boundary,implemented-local-foundation,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-066,Advanced chart,Drawing-tool architecture boundary,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-067,Advanced chart,Replay architecture boundary,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-068,Advanced chart,Chart export local JSON boundary,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-069,Advanced chart,Intraday interval architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-070,Advanced chart,Session and extended-hours architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-071,Financials,Complete cash-flow statement line items,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-072,Financials,Complete balance-sheet line items,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-073,Financials,Restatement and revision history,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-074,Fundamentals,Ownership and insider data contracts,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-075,Estimates,Historical analyst revision series,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-076,Filings,Original-document download boundary,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-077,Filings,Semantic section search architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-078,Filings,Cross-filing comparison architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-079,Events,Notification-delivery contract boundary,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-080,Events,ICS export contract boundary,partial-local-contract,src/asset-intelligence/advanced-asset-service.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-081,Events,External calendar sync architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-082,Comparison,Custom metric selection architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-083,Comparison,Correlation and risk statistics architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-084,Saved chart layouts,Layout update and revision history,partial-local-contract,src/asset-intelligence/chart-layout-store.mjs,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-085,Saved chart layouts,Shared layout permission architecture,partial-local-contract,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-086,Production data,Licensed fundamentals and estimates providers,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-087,Production data,Live regulatory filing ingestion,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-088,Production data,Real-time and tick market data,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-089,Production platform,Distributed database persistence,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-090,Production platform,Distributed chart-layout locking,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-091,Production platform,Cloud chart-layout synchronization,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-092,Production search,Vector and semantic filing retrieval,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-093,Financial execution,Broker exchange and wallet execution,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-094,Alerts,Email push SMS and webhook event delivery,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
W6P19-095,Advice,Investment recommendation and suitability engine,production-deferred,packages/contracts/advanced-asset-intelligence.contract.json,Deterministic local fixture or contract; not licensed/live production evidence,"Production provider, distributed infrastructure, independent compliance and operational validation where applicable"
