record_id,outcome,failure_id,run_id,exact_head,route,browser,viewport,theme_requested,theme_observed,motion_mode,authentication_state,persistence_state,action_state,first_failing_assertion,console_error,page_error,resource_failure,screenshot_path,likely_category,confirmed_root_cause,affected_source_path,severity,fix_commit,retest_result,waiver_status,waiver_rationale,fixed_nav_overlap_count,horizontal_overflow_px,unlabeled_controls,cls,truth_boundary_passed,font_status,load_ms
P2B-R30482255458-011,FAIL,BF-011,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,360x800,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,494.92
P2B-R30482255458-012,FAIL,BF-012,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,360x800,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,316.83
P2B-R30482255458-013,FAIL,BF-013,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,360x800,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,476.25
P2B-R30482255458-014,FAIL,BF-014,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,360x800,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,416.84
P2B-R30482255458-015,FAIL,BF-015,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,360x800,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,261.7
P2B-R30482255458-016,FAIL,BF-016,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,360x800,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,492.06
P2B-R30482255458-017,FAIL,BF-017,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,360x800,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,269.1
P2B-R30482255458-018,FAIL,BF-018,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,360x800,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,497.79
P2B-R30482255458-019,FAIL,BF-019,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,360x800,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,297.64
P2B-R30482255458-020,FAIL,BF-020,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,360x800,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,258.57
P2B-R30482255458-021,FAIL,BF-021,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,390x844,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,523.36
P2B-R30482255458-022,FAIL,BF-022,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,390x844,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,281.06
P2B-R30482255458-023,FAIL,BF-023,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,390x844,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,504.47
P2B-R30482255458-024,FAIL,BF-024,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,390x844,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,398.16
P2B-R30482255458-025,FAIL,BF-025,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,390x844,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,275.89
P2B-R30482255458-026,FAIL,BF-026,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,390x844,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,507.4
P2B-R30482255458-027,FAIL,BF-027,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,390x844,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,310.47
P2B-R30482255458-028,FAIL,BF-028,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,390x844,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,490.42
P2B-R30482255458-029,FAIL,BF-029,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,390x844,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,378.8
P2B-R30482255458-030,FAIL,BF-030,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,390x844,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,284
P2B-R30482255458-031,FAIL,BF-031,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,390x844,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,514.41
P2B-R30482255458-032,FAIL,BF-032,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,390x844,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,312.28
P2B-R30482255458-033,FAIL,BF-033,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,390x844,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,485.81
P2B-R30482255458-034,FAIL,BF-034,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,390x844,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,267.13
P2B-R30482255458-035,FAIL,BF-035,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,390x844,oled,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,276.42
P2B-R30482255458-036,FAIL,BF-036,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,390x844,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,505.57
P2B-R30482255458-037,FAIL,BF-037,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,390x844,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,265.24
P2B-R30482255458-038,FAIL,BF-038,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,390x844,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,481.65
P2B-R30482255458-039,FAIL,BF-039,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,390x844,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,385.63
P2B-R30482255458-040,FAIL,BF-040,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,390x844,high-contrast,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,259.18
P2B-R30482255458-041,FAIL,BF-041,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,430x932,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,522.81
P2B-R30482255458-042,FAIL,BF-042,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,430x932,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,264.95
P2B-R30482255458-043,FAIL,BF-043,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,chromium,430x932,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid indicator calculation after route render,fixed-nav-overlap:15,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,15,0,0,0,True,loaded,518.74
P2B-R30482255458-044,FAIL,BF-044,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,chromium,430x932,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial formula catalogue state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,270.41
P2B-R30482255458-045,FAIL,BF-045,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,chromium,430x932,dark,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial/empty local-persistence state,fixed-nav-overlap:19,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,19,0,0,0,True,loaded,280.29
P2B-R30482255458-046,FAIL,BF-046,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,chromium,430x932,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,valid calculation after route render,fixed-nav-overlap:16,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,16,0,0,0,True,loaded,512.84
P2B-R30482255458-047,FAIL,BF-047,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,chromium,430x932,light,dark,reduced,anonymous static visual preview,local storage reset before context; route-specific browser-local only,initial India finance truth/unavailable-rule state,fixed-nav-overlap:18,,,,,test harness defect,"The harness counted any visible interactive rectangle intersecting the fixed bottom-navigation rectangle, including navigation descendants and content temporarily behind it after Playwright auto-scroll. It did not test whether final focusable content can scroll fully above the navigation.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,,18,0,0,0,True,loaded,305.98
