path,category,extension,bytes,line_count,sha256,binary,prohibited_font_binary,risk,recommended_action
.github/workflows/release.yml,workflow,.yml,1808,57,3b0050d73c55c173a1989a06869071303bb55ba010e8460ca6be165d994b9652,false,false,,audit
.github/workflows/theme-intelligence-review.yml,workflow,.yml,4349,113,da1228c5ca021e971ba35ee3b440b13a8f912d87acbfbd05b45c3c320f3140c8,false,false,,audit
.github/workflows/theme-intelligence-visual-correction-review.yml,workflow,.yml,4796,113,8f899657d64c8cf2b841ff383aa0a254dd6f64d3dda49a9cfefb020338f75f8d,false,false,,audit
.github/workflows/typography-governance.yml,workflow,.yml,2047,51,50e8d484c17ed545eb06e0433d760ec4ecbb656da0d5aba797db04cc50aff176,false,false,,audit
.github/workflows/ui-review.yml,workflow,.yml,3343,116,d2fc878cb66102011db1111e70747c986dc75dee9bdb1e22a0567e85d40cda2a,false,false,,audit
.gitignore,other,[none],485,37,dd8f5a15513a72560f44bd757101c1a1d0d8ea84cb8d859404ecf8550078eedf,false,false,,audit
apps/web/FRONTEND_DELIVERY_README.md,frontend,.md,532,17,f5013e877eb7763fe0d627ad4dfa36a0f113b323021f7a942528c773b84678ac,false,false,,audit
apps/web/public/apple-touch-icon.png,frontend,.png,909,,dd282fbf54fa48dde7b9a0d3d203faf673e24c22b9623eaf8716f710c9980de8,true,false,,audit
apps/web/public/assets/app.css,frontend,.css,57130,100,5ee8784be787a1393df25746b82fb44e8f633b20a119890e1de87ebff9e566ca,false,false,,audit
apps/web/public/assets/app.js,frontend,.js,160603,922,a7f8642885788c103c12d3ecef5d7cc141dcc5b54b539cc590d0fa8980db0a1d,false,false,,audit
apps/web/public/assets/brand/qelly-logo-compact.svg,frontend,.svg,1166,21,38f56654248bff1c0f18e7f734d046f90305a9170cf54f0b5296f220d8be4d57,false,false,,audit
apps/web/public/assets/brand/qelly-logo-dark.svg,frontend,.svg,1154,21,090eec8e5116f4889e0342b4b6d079c9b36c6d880a58f0d8f8f7f66cf3b6ba2d,false,false,,audit
apps/web/public/assets/brand/qelly-logo-high-contrast.svg,frontend,.svg,1190,21,76c85e690c4801b610ab47a417a7bf5e8d26786914c0bc6665c08ae47fad9b35,false,false,,audit
apps/web/public/assets/brand/qelly-logo-light.svg,frontend,.svg,1158,21,7507c47ff33d741f2d52fb4644e0ab526db1aff0b39e35f335e490e11a2f2740,false,false,,audit
apps/web/public/assets/brand/qelly-logo-monochrome-dark.svg,frontend,.svg,1174,21,39214174b400bdfb88368afe0577b2b8d029f1381c417149fe3e5666e6fec3a8,false,false,,audit
apps/web/public/assets/brand/qelly-logo-monochrome-light.svg,frontend,.svg,1178,21,54235c9185409028ff9b22e4c48cd04c600921698c4a859e78600814de919e33,false,false,,audit
apps/web/public/assets/brand/qelly-logo-primary.svg,frontend,.svg,1166,21,6ea8b2140c7a970ba18d03490d17aad8410c47cb1cf84283fdf67ab50c21b857,false,false,,audit
apps/web/public/assets/brand/qelly-symbol-dark.svg,frontend,.svg,814,12,e4d4634f8780e16f4ef0b78c3825ca28eafb9ed9448b7c58343e149edaefdeb2,false,false,,audit
apps/web/public/assets/brand/qelly-symbol-monochrome.svg,frontend,.svg,814,12,39402b4ea1b625256d960f0039f817f23aea96beaa0155d526b2084eab496e42,false,false,,audit
apps/web/public/assets/brand/qelly-symbol-small.svg,frontend,.svg,818,12,88396cce7b20b740ae880447cbd61434ea11f8acd3cc67633ee91b1551ef4d0a,false,false,,audit
apps/web/public/assets/brand/qelly-symbol.svg,frontend,.svg,794,12,a46ae780a0dcb52f2b4cfa0865b00117d027e52d722354a8f2c86985d0f7fa64,false,false,,audit
apps/web/public/assets/icon-registry.mjs,frontend,.mjs,3654,43,89286ee5aca61a2540d2e16c8d53e147d40bc0cc9c5187e340996f3dd9fd9023,false,false,,audit
apps/web/public/assets/market/tradingview-live-chart.mjs,frontend,.mjs,6411,66,4ccd7259baab9c157a98e1f5ea01ab5fba1faea49f691d5d09f3774d93a39a8d,false,false,,audit
apps/web/public/assets/persona-profiles.mjs,frontend,.mjs,3774,119,a1c54cb6432aa3e6ff9f7af20c90eb7101e714db5d8a908c648de29c0e24b02c,false,false,,audit
apps/web/public/assets/premium-chart.css,frontend,.css,4455,4,0cf216416a6af97a97c4897b49078e307b52273a9d41446c6e4c3ee7a6ca12f5,false,false,,audit
apps/web/public/assets/premium-font-surface-polish.css,frontend,.css,4969,42,da096f3e3ed9bcf28adfea732e0e9576824f898236c013b10d4907319ffb4413,false,false,,audit
apps/web/public/assets/premium-font-surface.css,frontend,.css,22777,155,7d57562c43fef57434383e30588c03cc5f8bd1f141832b18ca7c4320a2704703,false,false,,audit
apps/web/public/assets/premium-font-worldquant-arkham.css,frontend,.css,3821,110,e81db203fde5721e98d8dbdae7aed993b48a61353ed677e58263db191aa476e4,false,false,,audit
apps/web/public/assets/premium-foundations.css,frontend,.css,11786,51,5d6f9ee228b481e51f34db768b36e6c1b95894a79b6869e1a1b6d8bd75b7f8b4,false,false,,audit
apps/web/public/assets/premium-mobile.css,frontend,.css,9056,18,953cbd7a4069af5ab785fd141cf41d7889695caa903ce7b3da50f2a335aa363d,false,false,,audit
apps/web/public/assets/premium-polish.css,frontend,.css,643,13,11a279c1d7a1ab0781d0eb1260e271489a2010fd8858daf763c1380eb2f45cd4,false,false,,audit
apps/web/public/assets/premium-rankings.css,frontend,.css,9498,10,22c970ec82d1a8e6d5758e02c5119a0e7a7e2beda60ec9f94190941f72530382,false,false,,audit
apps/web/public/assets/premium-table.css,frontend,.css,9412,9,3ae0af0b7ec49f9815846b1f51a4cd283ddebf889ec510519aed69452732482b,false,false,,audit
apps/web/public/assets/qelly-brand-visual-correction.css,frontend,.css,15564,150,f2b2d227581ee4493c7f1df8e9bbff3c38836f88b42083298b33bffb4d527f03,false,false,,audit
apps/web/public/assets/qelly-brand-visual-correction.mjs,frontend,.mjs,2687,63,b0c9ea1aa57285beb4aeb8429152663087b68aae2f72d85ed93ceca36193e89b,false,false,,audit
apps/web/public/assets/qelly-brand.css,frontend,.css,7811,67,5e1cd5dbaf25267e107c9f12891714c937a81895c0af8f999c4669f7db2ba77e,false,false,,audit
apps/web/public/assets/qelly-brand.mjs,frontend,.mjs,8124,137,2156d7399de5121b2a290011897111248d9d10080ffa5917c10433dc2a0b68cd,false,false,,audit
apps/web/public/assets/qelly-foundations.css,frontend,.css,11276,187,ce87066ccfcf933090729d78cfb8d8854608e206e8fab5cdf3c4b48291eeae74,false,false,,audit
apps/web/public/assets/qelly-premium-reset.css,frontend,.css,551,13,74ba9c5db7e1d542b1ef5ac5a16fff99f85de1561327d596b5d4bdf42e374703,false,false,,audit
apps/web/public/assets/qelly-sovereign-motion.js,frontend,.js,7076,167,0ee2e9d04ac9fff44b274a6f944cb734a39b34b945c72541edd482f6b9ad5cec,false,false,,audit
apps/web/public/assets/qelly-sovereign-v2.css,frontend,.css,31027,514,18b76f4592888d43dded2897c906be2a523ed044e026d5f91af1df663b8686cb,false,false,,audit
apps/web/public/assets/qelly-sovereign-v3.css,frontend,.css,37057,100,ad6cb94434d47e014e7235009b39626942bc799bdf789048f81e25964fb7f0ee,false,false,,audit
apps/web/public/assets/route-registry.mjs,frontend,.mjs,15790,162,48bd3f439c3753b1b9cd43d0fc8713691736499cf4a42cef99e8473a0bc35901,false,false,,audit
apps/web/public/assets/routes/about-qelly.mjs,frontend,.mjs,4954,2,e4bcfce89793ce36eb1eb624fcf97331d437ac66742e822fa299da3b7a05aa4c,false,false,,audit
apps/web/public/assets/routes/account-recovery.mjs,frontend,.mjs,2912,7,ab195d4aacd5da8a1c1b4f37bee53d0bd8e0a7007088557a0e900f34e5536a16,false,false,,audit
apps/web/public/assets/routes/account-session.mjs,frontend,.mjs,5833,12,3040804c70651a99d648c786ff97cdc8dd0e9f883c0a4706afb210ae44a4540c,false,false,,audit
apps/web/public/assets/routes/advanced-chart.mjs,frontend,.mjs,6778,6,0cb8a14350499353950cf9266e63c03d979dce4a91d397e9bfb3d069e3183115,false,false,,audit
apps/web/public/assets/routes/alert-center.mjs,frontend,.mjs,4843,13,7a5d9e7538f85dbc8012955960256b74a1537bac5e18677e9bf89b3f7fd15b37,false,false,,audit
apps/web/public/assets/routes/asset-intelligence.mjs,frontend,.mjs,8520,22,949c5b5afd8a7ee8b97c93fd9f446c26a8177a9516ed7e56c87e1f71d379d75a,false,false,,audit
apps/web/public/assets/routes/asset-rankings-chart.mjs,frontend,.mjs,9011,126,ae08a7648b76ce780be39eba30320d3b2e72ddcc19939f5e4be688f06ed80bc5,false,false,,audit
apps/web/public/assets/routes/asset-rankings-data.mjs,frontend,.mjs,5997,81,2531e57a8ef0d7655bd769e61fc29c0832408f478b749174dda2eca7cdffda28,false,false,,audit
apps/web/public/assets/routes/asset-rankings-premium.mjs,frontend,.mjs,12709,158,d6d77ffa314a3888d5649e1effae54d063e4b024519473bc0f49d8174e8157d6,false,false,,audit
apps/web/public/assets/routes/asset-rankings-table.mjs,frontend,.mjs,15086,171,38446c43fe41593adddeb1742c722de68a3d70c218d5eb255682256cdc29a15b,false,false,,audit
apps/web/public/assets/routes/asset-rankings.mjs,frontend,.mjs,68,2,e0a3fd764c3b1dd488423f171af1c58e17cc8f25761a27f22df8f206b6e34344,false,false,,audit
apps/web/public/assets/routes/auth-login.mjs,frontend,.mjs,4758,22,b9e9406d4d206b4778381e5f2c276e648c4aa6bca052aeddcf7e2b5ea568cb6a,false,false,,audit
apps/web/public/assets/routes/auth-recovery.mjs,frontend,.mjs,3408,7,2cc462e9cedaffb7bde3b6ee6ee76a2069489854fca372ef0fac6e493696a98b,false,false,,audit
apps/web/public/assets/routes/auth-register.mjs,frontend,.mjs,2889,10,b82b1289980185a2527ddc3faac257c344588c4f16a714a7f756ac5039e8f1e6,false,false,,audit
apps/web/public/assets/routes/comparison-lab.mjs,frontend,.mjs,4399,4,1f5340c406270b918f96105b788efc50764eda472ad81dcfac50db1f3db0cce5,false,false,,audit
apps/web/public/assets/routes/decision-provenance.mjs,frontend,.mjs,9140,22,796f830ecb3bdfdacf521953680842bb3cbcf5c7edb2076eb5a42d5c92002d17,false,false,,audit
apps/web/public/assets/routes/delivery-operations.mjs,frontend,.mjs,4572,7,d05969a7589fb17f7eea018b9bf42ce5f77bdbda04680325472201b1b85eaa85,false,false,,audit
apps/web/public/assets/routes/event-calendar.mjs,frontend,.mjs,3358,3,a722f1b493eb2ba55fe4f2eaf0028b24a9d5d79c984c80625e3a35156fdf8e7a,false,false,,audit
apps/web/public/assets/routes/feature-universe.mjs,frontend,.mjs,3960,9,59570e5c805d553940e4b43f1b34a53684b7ca66df58a419322f2320678be6f8,false,false,,audit
apps/web/public/assets/routes/filing-workspace.mjs,frontend,.mjs,4522,3,718a4f53d99d806f6c4822d7a6583651b2e4d78cfd99b666e538f1927cf793ac,false,false,,audit
apps/web/public/assets/routes/formula-screener.mjs,frontend,.mjs,4064,9,d676bb48b8c84397437b64cfa155f167b7fdc3b286f75093603bd77c0dda67e9,false,false,,audit
apps/web/public/assets/routes/fundamentals-estimates.mjs,frontend,.mjs,6793,4,8f3d0bcacaa7936c9c496b2aa27f02516dd2388650714cfb7929c4337cf80c0c,false,false,,audit
apps/web/public/assets/routes/import-center.mjs,frontend,.mjs,4028,11,50a7276dc93689ac3ea085f39598f7057875a2773de62f72c2cc9f9dd08815d2,false,false,,audit
apps/web/public/assets/routes/live-markets.mjs,frontend,.mjs,10677,55,acaaf128eefe3ceb040988cea61a3b1a60bfa58782e4f1142a6be5c6959c4f6a,false,false,,audit
apps/web/public/assets/routes/migration-center.mjs,frontend,.mjs,2543,8,fb35d2cae90924e5e726fcabdb2e3d2af9334b3be043bda98d93fbe43966a226,false,false,,audit
apps/web/public/assets/routes/notification-center.mjs,frontend,.mjs,3209,11,ec5fd2652c72de9ffafa85e095ff15efd994024db5c4a8fd8179d0e2c9b0f047,false,false,,audit
apps/web/public/assets/routes/notification-schedules.mjs,frontend,.mjs,4307,10,f84651f700e6c07edfbe3f38b1fc188b2fdbb4bd52a82b0ae3d047efa54801c7,false,false,,audit
apps/web/public/assets/routes/onboarding.mjs,frontend,.mjs,5157,14,5f819f04f6821cddc3c9be906b5f9687fef1c3130977ceeca997afe4017f35f3,false,false,,audit
apps/web/public/assets/routes/passkey-center.mjs,frontend,.mjs,3955,8,76c363bf48bb620b26b7a8528c49b9f72582ffe5ccf02ccccf7dacc29899b94d,false,false,,audit
apps/web/public/assets/routes/platform-readiness.mjs,frontend,.mjs,2346,6,16f2af1bc968e501c3c35379ea0af2092639aef4e4fd602885721be921dd7a36,false,false,,audit
apps/web/public/assets/routes/portfolio-analytics.mjs,frontend,.mjs,4895,13,406613798282675704fad807e80697afd4901eda33449cee7e2d7e19d93af37d,false,false,,audit
apps/web/public/assets/routes/portfolio-attribution.mjs,frontend,.mjs,3192,10,211538b2a0dc0b353e00fbb7db4cae54b333a4cad4852c659826356098803c41,false,false,,audit
apps/web/public/assets/routes/quarantine-review.mjs,frontend,.mjs,4981,9,d0102f8f9c9e71e047f8ad2bf7bad7b1bf4361b2473627317b5dfdcda8c00b13,false,false,,audit
apps/web/public/assets/routes/research-history.mjs,frontend,.mjs,3253,9,7f6494d19a5f1b2b98d2fa190924223b6877e3d594b6fafa0da81119cb4d162f,false,false,,audit
apps/web/public/assets/routes/research-workspace.mjs,frontend,.mjs,5266,14,407f0696b1db17185aadad91a9e3c7564983e3cf32675f6fd56589c05a37e41b,false,false,,audit
apps/web/public/assets/routes/screener-lab.mjs,frontend,.mjs,5262,16,4d8f19d21f4665d36d9432fdb49bc888a429ed5ade7839a4c4143f859e1f7c37,false,false,,audit
apps/web/public/assets/routes/secret-rotation.mjs,frontend,.mjs,3323,8,8e2300abc8c4103dd701d2638f0dab85acdf8b49e8cf92a6a031c8945300e10a,false,false,,audit
apps/web/public/assets/routes/secure-import-vault.mjs,frontend,.mjs,1869,6,1ef9a81cfe5a38d8838b6f6253f50bc1230af63c9f833bd48dc60aef65a79416,false,false,,audit
apps/web/public/assets/routes/security-setup.mjs,frontend,.mjs,2128,6,622072e49821f0624f3a0baee29fedab1e6a074ac5acda3544bb59b65f4d03c9,false,false,,audit
apps/web/public/assets/routes/staging-assurance.mjs,frontend,.mjs,4511,8,f5eab2524204df78c808ed775cda6fe9c96c42b4287873db100cf6c1b0b143a1,false,false,,audit
apps/web/public/assets/routes/theme-intelligence-studio.mjs,frontend,.mjs,19885,53,b35711d3fbb87faa79ba6d10fe04963dd976a29455cc78aab5fc5ce50d4bc415,false,false,,audit
apps/web/public/assets/routes/theme-personas.mjs,frontend,.mjs,4352,63,356c5b200bca5f62ff23ccc76fad81dd97d2f7233dc519c89c31b723b027ac2d,false,false,,audit
apps/web/public/assets/routes/workspace-watchlist.mjs,frontend,.mjs,5972,17,714048fc81b7d8b515bd80b48b41f2bd6901d9b30578f22e1d7c31f2f3424b27,false,false,,audit
apps/web/public/assets/shell-foundations.mjs,frontend,.mjs,7320,71,20c608f816be6c0ec179dcd814f3d62234f0b4ec63df43e2b479e9dec8312822,false,false,,audit
apps/web/public/assets/static-preview-api.mjs,frontend,.mjs,11308,257,3776f23fc8d75b49961fe5fa350e727b51ea29d7aa4d1691d020cf7d89b95dc3,false,false,,audit
apps/web/public/assets/theme-intelligence-bootstrap.mjs,frontend,.mjs,6265,85,9159b0e85612f868a6ac1be876624f928e6726575932d4dbfa2585e36dbd20c5,false,false,,audit
apps/web/public/assets/theme-intelligence-core.mjs,frontend,.mjs,19823,63,a4007e1a834de54e65342bf8dcb239972c4d6b09dbb07ed93bc07da91e86c82f,false,false,,audit
apps/web/public/assets/theme-intelligence-data.mjs,frontend,.mjs,13693,46,a484e406892d600bd9cc2e11be69958cffd330781e129c48977e4a0c47bc4d1a,false,false,,audit
apps/web/public/assets/theme-intelligence-enhancements.mjs,frontend,.mjs,5039,68,94fa3996d8b984924dbe40124a3195f6189ec57bc0633bc7a6c7d465cb0b57d9,false,false,,audit
apps/web/public/assets/theme-intelligence-foundations.css,frontend,.css,7742,55,9123737c55dc0a83698c683ed0ce7cd0c341811bb4cdc730ef8a5a5be57456b9,false,false,,audit
apps/web/public/assets/theme-intelligence-registry.mjs,frontend,.mjs,790,25,41023c6303c2b72593dee51e03bc7be002f85da96682b99c0a188bca1c6836c4,false,false,,audit
apps/web/public/assets/theme-intelligence-studio.css,frontend,.css,10055,22,86815d446340b3283572a7cb9186f524a2d3f03832878c0355d47ac889923e04,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-correction-data.mjs,frontend,.mjs,4774,27,4cb3dcf31eb911e3b4c1e9ff76c7a69e6ca8e42878acf43ca649d44f78c8dfea,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-correction.mjs,frontend,.mjs,15923,87,f3d19d2d5bcc370f8927b7905f1dba731c4bf43e04ee2f44b68b436ee4d53b8c,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-final-fixes.css,frontend,.css,7821,37,87d174a073d55a31ad42f98c8b3be73bfb93cbb3facc050367dda427379a36d4,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-interactions.css,frontend,.css,3128,9,c6472a7e3f7f38057ab4bb68ed157cf8c5f2697806db353357817486611219c6,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-manual-polish.css,frontend,.css,1598,8,4e762e3de13b1427d0d82074b4b706bf1df1b0f83f02c8bd5c8a4d7414fdf24a,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-palettes.css,frontend,.css,10253,38,0c0c48ecb6c3278a36e2ac398f6bd7182d44682340d36f06acae44c7c325142e,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-studio-gallery.css,frontend,.css,10426,9,8d6539325c3c0a624bcc4fd1cc33e05635445d9baa1d2f04dfdce11b3eae9073,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-studio-layout.css,frontend,.css,9165,10,4f39e7c5ab8e8ea5b66a6622db36c65e7a3cf1f72f29ac484ea6ed33117072d3,false,false,,audit
apps/web/public/assets/theme-intelligence-visual-tokens.css,frontend,.css,8130,71,631da3324c6e8be4c11db048a906fbd939660114244aa4de8ad8665d62f98b6f,false,false,,audit
apps/web/public/assets/theme-intelligence.css,frontend,.css,2649,38,436379a3ee48bbde89f1a54dfcd4aac3819cafc96f0876ef7c1e1b918e0e1241,false,false,,audit
apps/web/public/assets/theme-intelligence.mjs,frontend,.mjs,483,7,6c635ac78a9487494f9952619107fd11deb78258f64fe9ce137a7b17de49db55,false,false,,audit
apps/web/public/assets/tokens.css,frontend,.css,5300,184,e1963c613fa8fb02d78ec9cf9fc46279e2c5b30c10f50e0be706a34057f280d3,false,false,,audit
apps/web/public/assets/tokens.json,frontend,.json,4252,194,6ee1be4a879c034c24aef843eb15cb04d4bc867617a3847ae2599c44c9e3706e,false,false,,audit
apps/web/public/assets/ui-rescue.css,frontend,.css,18847,25,b5f447e8b476fdfe6339f0b8658dac12b56f8ed316d41e191ca3686b7b445c3d,false,false,,audit
apps/web/public/assets/webauthn.mjs,frontend,.mjs,1863,8,97fce6d298e907a90e3018f36f5785cee892593b55f418f11c498402bdca26cf,false,false,,audit
apps/web/public/favicon.ico,frontend,.ico,981,,e69b1cbd5b12c53299145bc25732a15060bd3b24589059f91a5f7f03010a6c6d,true,false,,audit
apps/web/public/favicon.svg,frontend,.svg,798,12,6eff7c1256ea41e98cd08940421369347518aea2418d35052a10a7ef77e7fa40,false,false,,audit
apps/web/public/icons/qelly-16.png,frontend,.png,127,,18a95c0ede36777f28b085cc622f639ed7a5af79db12c3dc4ddb53c85b31babb,true,false,,audit
apps/web/public/icons/qelly-192.png,frontend,.png,970,,cdbc28542e23328a4a060871da8c138155f3158c5e9a54a1bfd6ebdb0b70dc2c,true,false,,audit
apps/web/public/icons/qelly-32.png,frontend,.png,198,,8394c224409a539c3e3f47f99ea51d10a479e20df9c145236d625cdaeb5d0dfb,true,false,,audit
apps/web/public/icons/qelly-48.png,frontend,.png,254,,5be2a6be0b9ae7bd0c41f9d8fc3fb63c300c94f96616f7dba2d89be87fe2a67b,true,false,,audit
apps/web/public/icons/qelly-512.png,frontend,.png,3594,,e20e77806645c03c1887b46e5dc88e85daf7147fa8cb4b3c86badda988f7d7be,true,false,,audit
apps/web/public/icons/qelly-64.png,frontend,.png,332,,450db5d97489758f0b348841909f921747ead394945c022f4e8ea0ba3f29a157,true,false,,audit
apps/web/public/icons/qelly-maskable-512.png,frontend,.png,3089,,211745705d8f32683a576c6b6b55fa1273c918e2846ae1ee666b402694b207c3,true,false,,audit
apps/web/public/index.html,frontend,.html,9445,109,07b47a524ab27eae59e539968b1c4662be5f73856f59f57801f037686334a911,false,false,,audit
apps/web/public/manifest.webmanifest,frontend,.webmanifest,687,31,0fc80ad50a324037d856f3c46b26ee97df9dcdc1d800c8467ae0d82ff0bf96e9,false,false,,audit
apps/web/public/qelly-config.js,frontend,.js,93,5,2509204103aee2b32874b80efaf0d4d2677a9ca2b4d734e0c93ce100ca0a7cb6,false,false,,audit
apps/web/public/safari-pinned-tab.svg,frontend,.svg,794,12,281d35ba9fa20b0fe543ff4e1ac21768e5abd7fa72c52badf31001082b8997ce,false,false,,audit
apps/web/public/social/qelly-social-preview.png,frontend,.png,7707,,8ed8ce084d1bbbca63844613a3f59cae6b9ecce84c58b57ed16bb233af6de0a3,true,false,,audit
apps/worker/worker.mjs,worker,.mjs,5456,71,0b31902c6f0582a333d7354c6d3bf2e112ee9494c7c3d3c6a5054a41ca9fecb4,false,false,,audit
artifacts/QELLY_API_INVENTORY.csv,other,.csv,17643,189,85c3948f85cd0ec9c80806e886bd3d69b0b8af2a32e2f2d713b8a9a404be98ad,false,false,,audit
artifacts/QELLY_API_INVENTORY.json,other,.json,33392,1129,6f96dceab117e7c50a456dd9cdfdbd9b713413939e8fbd3d2df04d020b20894a,false,false,,audit
artifacts/QELLY_ROUTE_INVENTORY.csv,other,.csv,4738,63,fcd23d655c589caae3ff65531b141f81ffe2046b7194cf5ef59cc8e3c90f6a3e,false,false,,audit
artifacts/QELLY_ROUTE_INVENTORY.json,other,.json,11840,495,6da1db8005ee69721b5aba87409843877d0a66dd0b271e7aa7b8b7a76f89d58f,false,false,,audit
artifacts/QELLY_SOURCE_TREE.txt,other,.txt,21347,546,5555acff4e0873d80c198f56738d91267993a35632404094c6cca06f6b15fb6b,false,false,,audit
baseline/PART12_7_API_INVENTORY.json,other,.json,466,25,c2bdcd11ada5cf313227d8052a8da70680770a7ea74476633cdb17870ca4f00f,false,false,,audit
baseline/PART12_7_FREEZE.json,other,.json,2169,90,2246b5e07ac0a59d8661d544b5072a0e5e798e19a84599142314801c9edd006c,false,false,,audit
baseline/PART12_7_PARITY_CHECKLIST.csv,other,.csv,2051,12,2b7f251adabe3ec5b4399c27bfee8d71b616cce3ea3df2d063d966df7742b536,false,false,,audit
baseline/PART12_7_PROVIDER_INVENTORY.json,other,.json,300,19,9b17f63834722e627c6f46e8da53b3d9e59e544abc97196c63d4bcdce1a92b3c,false,false,,audit
baseline/PART12_7_SAFETY_BOUNDARIES.json,other,.json,158,9,f651faae7b4dd794cc159123aead51082eaeb3639e7fcb941b1e7ede6a48823d,false,false,,audit
baseline/PART12_7_SHA256.txt,other,.txt,121,2,9ef37319f72bbef13084e59bc494cc7737c469643ffe2785154254edb0c2a62b,false,false,,audit
CHECK_QELLY_WINDOWS.bat,other,.bat,351,12,46edf60524de79968013b5f529dc0bf1c8de70a750b29f55b7dbbf903778d602,false,false,,audit
CODE_OF_CONDUCT.md,other,.md,308,4,bb61af328b491b83ad33ec8a5d53feda20b2f45c736357e77167cfae47e408b4,false,false,,audit
config/public-beta.environments.json,configuration,.json,908,43,665166b58b0266cc3281091a5f6be33ad7cc49a78d567d924b52af42c682bd36,false,false,,audit
config/public-beta.feature-flags.json,configuration,.json,1057,43,d6bea4bffa9844f2124038da3e0f981e0b2db9186cb1cdf57721a7d1ce4ed4a3,false,false,,audit
CONTRIBUTING.md,other,.md,1125,28,e23f005fc03a2dcb6a5d76379458910cb623b2b6f6619a4afdbcb650b885b58e,false,false,,audit
data/PART13_WAVE1_2_3_TRACEABILITY.csv,other,.csv,49923,232,6d4ac2f5306f6c0faed5bbc544789dee403f16f893a153db5d10bdcc64ab1edd,false,false,,audit
data/PART16_WAVE4_TRACEABILITY.csv,other,.csv,9360,73,b6fd1c31142dcf961d788209d2fe8905b4c68cde6d84d0b6a1dd7216707bb2d7,false,false,,audit
data/PART17_WAVE5_TRACEABILITY.csv,other,.csv,87697,181,32dc9cd42af7cadf31fdc14e474fa694bacb326031305eee2803602f3d897031,false,false,,audit
data/PART18_HARDENING_WAVE6_TRACEABILITY.csv,other,.csv,19976,95,8d1f726237db70c5f857d6207620e1e64ac4fdb5bbb3fa574481f528f199f889,false,false,,audit
