action_id,route_module,line,control_type,label,action_token,event_handler_status,backend_calls,state_mutation,persistence,success_state,error_state,audit_event,accessibility_name,risk,source_commit
ACTION-0011,apps/web/public/assets/app.js,498,button,${type},${type},DEAD_OR_DECORATIVE,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${type},dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0012,apps/web/public/assets/app.js,504,button,"${escapeHtml(item.type.slice(0,2).toUpperCase())} ${escapeHtml(item.title)} ${escapeHtml(item.subtitle)} · relevance ${item.score} ${escapeH","${escapeHtml(item.type.slice(0,2).toUpperCase())} ${escapeHtml(item.title)} ${escapeHtml(item.subtitle)} · relevance ${item.score} ${escapeH",HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"${escapeHtml(item.type.slice(0,2).toUpperCase())} ${escapeHtml(item.title)} ${escapeHtml(item.subtitle)} · relevance ${item.score} ${escapeH",route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0013,apps/web/public/assets/app.js,521,button,Overview,Overview,DEAD_OR_DECORATIVE,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Overview,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0014,apps/web/public/assets/app.js,521,button,Markets,Markets,DEAD_OR_DECORATIVE,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Markets,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0015,apps/web/public/assets/app.js,521,button,Evidence,Evidence,DEAD_OR_DECORATIVE,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Evidence,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0016,apps/web/public/assets/app.js,521,button,Inspect JSON,asset-source,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Inspect JSON,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0017,apps/web/public/assets/app.js,521,button,Sign in for watchlists and alerts,signin-action,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Sign in for watchlists and alerts,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0018,apps/web/public/assets/app.js,531,button,New group,new-group,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,New group,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0019,apps/web/public/assets/app.js,531,button,Add asset,add-asset,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Add asset,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0020,apps/web/public/assets/app.js,548,button,Reset,reset-theme,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Reset,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0021,apps/web/public/assets/app.js,548,button,Export JSON,export-theme,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Export JSON,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0022,apps/web/public/assets/app.js,548,button,Save profile,save-theme,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Save profile,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0023,apps/web/public/assets/app.js,548,button,"${escapeHtml(themeProfiles[key]?.name||key.replaceAll('-',' '))} ${escapeHtml(themeProfiles[key]?.tagline||'')}","${escapeHtml(themeProfiles[key]?.name||key.replaceAll('-',' '))} ${escapeHtml(themeProfiles[key]?.tagline||'')}",DEAD_OR_DECORATIVE,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"${escapeHtml(themeProfiles[key]?.name||key.replaceAll('-',' '))} ${escapeHtml(themeProfiles[key]?.tagline||'')}",dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0024,apps/web/public/assets/app.js,570,button,Evaluate governed action,evaluate-governance,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Evaluate governed action,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0025,apps/web/public/assets/app.js,570,button,Simulate step-up,step-up,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Simulate step-up,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0026,apps/web/public/assets/app.js,580,button,${escapeHtml(workspace.name)} ${escapeHtml(workspace.environment)} · ${escapeHtml(workspace.riskTier)} risk ${workspace.workspaceId===contex,${escapeHtml(workspace.name)} ${escapeHtml(workspace.environment)} · ${escapeHtml(workspace.riskTier)} risk ${workspace.workspaceId===contex,DEAD_OR_DECORATIVE,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${escapeHtml(workspace.name)} ${escapeHtml(workspace.environment)} · ${escapeHtml(workspace.riskTier)} risk ${workspace.workspaceId===contex,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0027,apps/web/public/assets/app.js,583,button,Revoke,Revoke,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Revoke,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0028,apps/web/public/assets/app.js,584,button,Inspect inventory,privacy-inventory,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Inspect inventory,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0029,apps/web/public/assets/app.js,615,button,Exercise failover,test-failover,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Exercise failover,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0030,apps/web/public/assets/app.js,615,button,Test stream,stream-test,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Test stream,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0031,apps/web/public/assets/app.js,615,button,Run quote,test-quote,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Run quote,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0032,apps/web/public/assets/app.js,621,button,Inspect contract,entitlement-contract,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Inspect contract,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0033,apps/web/public/assets/app.js,621,button,Evaluate export entitlement,evaluate-export,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Evaluate export entitlement,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0034,apps/web/public/assets/app.js,651,button,Resolve QQQB,resolve-qqqb,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Resolve QQQB,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0035,apps/web/public/assets/app.js,651,button,Inspect tokenized relationship,inspect-relationship,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Inspect tokenized relationship,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0036,apps/web/public/assets/app.js,679,button,Data contract,timeseries-contract,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Data contract,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0037,apps/web/public/assets/app.js,679,button,Refresh series,refresh-series,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Refresh series,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0038,apps/web/public/assets/app.js,709,button,Stream contract,stream-contract,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Stream contract,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0039,apps/web/public/assets/app.js,709,button,Replay journal,replay-stream,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Replay journal,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0040,apps/web/public/assets/app.js,709,button,Pause stream,toggle-stream,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Pause stream,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0041,apps/web/public/assets/app.js,735,button,Telemetry contract,observability-contract,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Telemetry contract,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0042,apps/web/public/assets/app.js,735,button,Refresh evidence,refresh-observability,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Refresh evidence,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0043,apps/web/public/assets/app.js,746,button,Save screen,save-discovery-screen,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Save screen,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0044,apps/web/public/assets/app.js,746,button,Inspect contract,discovery-contract,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Inspect contract,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0045,apps/web/public/assets/app.js,746,button,Search everything,search-all,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Search everything,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0046,apps/web/public/assets/app.js,746,button,Full rankings,open-asset-rankings,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Full rankings,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0047,apps/web/public/assets/app.js,746,button,All categories,open-categories,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,All categories,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0048,apps/web/public/assets/app.js,746,button,Open hub,open-news,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open hub,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0049,apps/web/public/assets/app.js,767,button,"${escapeHtml(item.name)} ${escapeHtml(item.assetClass)} · ${item.constituentCount} constituents =0?'is-positive':'is-negative'}"">${item.perf","${escapeHtml(item.name)} ${escapeHtml(item.assetClass)} · ${item.constituentCount} constituents =0?'is-positive':'is-negative'}"">${item.perf",HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"${escapeHtml(item.name)} ${escapeHtml(item.assetClass)} · ${item.constituentCount} constituents =0?'is-positive':'is-negative'}"">${item.perf",route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
