record_id,outcome,failure_id,run_id,artifact_id,exact_head,route,browser,viewport,theme,persona,motion,first_failing_assertion,all_failure_reasons,console_error,page_error,resource_failure,horizontal_overflow_px,font_status,truth_boundary_passed,cls,screenshot_path,likely_category,confirmed_root_cause,affected_source_path,severity,fix_commit,retest_result,waiver_status,waiver_rationale
P2B-R30515801762-0011,FAIL,R2-0011,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,360x800,porcelain-light,porcelain-burgundy,full,fixed-nav-clearance:2/-255.015625/-255.015625,fixed-nav-clearance:2/-255.015625/-255.015625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-360x800-porcelain-light-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0012,FAIL,R2-0012,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,360x800,porcelain-light,porcelain-burgundy,full,fixed-nav-clearance:2/-2208.328125/-2208.328125,fixed-nav-clearance:2/-2208.328125/-2208.328125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-360x800-porcelain-light-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0013,FAIL,R2-0013,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,360x800,porcelain-light,porcelain-burgundy,full,fixed-nav-clearance:0/-478.609375/-478.609375,fixed-nav-clearance:0/-478.609375/-478.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-360x800-porcelain-light-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0014,FAIL,R2-0014,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,360x800,porcelain-light,porcelain-burgundy,full,fixed-nav-clearance:0/-5444.6875/-5444.6875,fixed-nav-clearance:0/-5444.6875/-5444.6875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-formula-library-360x800-porcelain-light-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0015,FAIL,R2-0015,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,saved-calculations,chromium,360x800,porcelain-light,porcelain-burgundy,full,fixed-nav-clearance:0/-443.96875/-443.96875,fixed-nav-clearance:0/-443.96875/-443.96875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-saved-calculations-360x800-porcelain-light-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0016,FAIL,R2-0016,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,360x800,porcelain-light,porcelain-burgundy,reduced,fixed-nav-clearance:1/-72.015625/-72.015625,fixed-nav-clearance:1/-72.015625/-72.015625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-360x800-porcelain-light-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0017,FAIL,R2-0017,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,360x800,porcelain-light,porcelain-burgundy,reduced,fixed-nav-clearance:1/-72.328125/-72.328125,fixed-nav-clearance:1/-72.328125/-72.328125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-360x800-porcelain-light-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0018,FAIL,R2-0018,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,360x800,porcelain-light,porcelain-burgundy,reduced,fixed-nav-clearance:1/-71.609375/-71.609375,fixed-nav-clearance:1/-71.609375/-71.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-360x800-porcelain-light-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0019,FAIL,R2-0019,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,360x800,porcelain-light,porcelain-burgundy,reduced,fixed-nav-clearance:1/-71.6875/-71.6875,fixed-nav-clearance:1/-71.6875/-71.6875,,,,0,loaded,True,0.0016359375,.prompt2b-review/screenshots/chromium-formula-library-360x800-porcelain-light-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0020,FAIL,R2-0020,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,saved-calculations,chromium,360x800,porcelain-light,porcelain-burgundy,reduced,fixed-nav-clearance:1/-71.96875/-71.96875,fixed-nav-clearance:1/-71.96875/-71.96875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-saved-calculations-360x800-porcelain-light-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0021,FAIL,R2-0021,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,360x800,oled,burgundy-night,full,fixed-nav-clearance:5/-245.015625/-245.015625,fixed-nav-clearance:5/-245.015625/-245.015625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-360x800-oled-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0022,FAIL,R2-0022,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,360x800,oled,burgundy-night,full,fixed-nav-clearance:2/-2208.328125/-2208.328125,fixed-nav-clearance:2/-2208.328125/-2208.328125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-360x800-oled-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0023,FAIL,R2-0023,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,360x800,oled,burgundy-night,full,fixed-nav-clearance:0/-478.609375/-478.609375,fixed-nav-clearance:0/-478.609375/-478.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-360x800-oled-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0024,FAIL,R2-0024,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,360x800,oled,burgundy-night,full,fixed-nav-clearance:0/-5440.125/-5440.125,fixed-nav-clearance:0/-5440.125/-5440.125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-formula-library-360x800-oled-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0025,FAIL,R2-0025,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,saved-calculations,chromium,360x800,oled,burgundy-night,full,fixed-nav-clearance:0/-432.96875/-432.96875,fixed-nav-clearance:0/-432.96875/-432.96875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-saved-calculations-360x800-oled-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0026,FAIL,R2-0026,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,360x800,oled,burgundy-night,reduced,fixed-nav-clearance:1/-72.015625/-72.015625,fixed-nav-clearance:1/-72.015625/-72.015625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-360x800-oled-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0027,FAIL,R2-0027,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,360x800,oled,burgundy-night,reduced,fixed-nav-clearance:1/-72.328125/-72.328125,fixed-nav-clearance:1/-72.328125/-72.328125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-360x800-oled-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0028,FAIL,R2-0028,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,360x800,oled,burgundy-night,reduced,fixed-nav-clearance:1/-71.609375/-71.609375,fixed-nav-clearance:1/-71.609375/-71.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-360x800-oled-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0029,FAIL,R2-0029,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,360x800,oled,burgundy-night,reduced,fixed-nav-clearance:1/-72.125/-72.125,fixed-nav-clearance:1/-72.125/-72.125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-formula-library-360x800-oled-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0030,FAIL,R2-0030,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,saved-calculations,chromium,360x800,oled,burgundy-night,reduced,fixed-nav-clearance:1/-71.96875/-71.96875,fixed-nav-clearance:1/-71.96875/-71.96875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-saved-calculations-360x800-oled-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0031,FAIL,R2-0031,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,360x800,high-contrast,high-contrast,full,fixed-nav-clearance:0/-329.015625/-329.015625,fixed-nav-clearance:0/-329.015625/-329.015625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-360x800-high-contrast-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0032,FAIL,R2-0032,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,360x800,high-contrast,high-contrast,full,fixed-nav-clearance:1/-2197.328125/-2197.328125,fixed-nav-clearance:1/-2197.328125/-2197.328125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-360x800-high-contrast-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0033,FAIL,R2-0033,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,360x800,high-contrast,high-contrast,full,fixed-nav-clearance:0/-488.609375/-488.609375,fixed-nav-clearance:0/-488.609375/-488.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-360x800-high-contrast-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0034,FAIL,R2-0034,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,360x800,high-contrast,high-contrast,full,fixed-nav-clearance:0/-5443.578125/-5443.578125,fixed-nav-clearance:0/-5443.578125/-5443.578125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-formula-library-360x800-high-contrast-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0035,FAIL,R2-0035,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,saved-calculations,chromium,360x800,high-contrast,high-contrast,full,fixed-nav-clearance:0/-432.96875/-432.96875,fixed-nav-clearance:0/-432.96875/-432.96875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-saved-calculations-360x800-high-contrast-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0036,FAIL,R2-0036,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,360x800,high-contrast,high-contrast,reduced,fixed-nav-clearance:1/-72.015625/-72.015625,fixed-nav-clearance:1/-72.015625/-72.015625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-360x800-high-contrast-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0037,FAIL,R2-0037,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,360x800,high-contrast,high-contrast,reduced,fixed-nav-clearance:1/-72.328125/-72.328125,fixed-nav-clearance:1/-72.328125/-72.328125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-360x800-high-contrast-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0038,FAIL,R2-0038,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,360x800,high-contrast,high-contrast,reduced,fixed-nav-clearance:1/-71.609375/-71.609375,fixed-nav-clearance:1/-71.609375/-71.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-360x800-high-contrast-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0039,FAIL,R2-0039,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,360x800,high-contrast,high-contrast,reduced,fixed-nav-clearance:1/-71.578125/-71.578125,fixed-nav-clearance:1/-71.578125/-71.578125,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-formula-library-360x800-high-contrast-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0040,FAIL,R2-0040,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,saved-calculations,chromium,360x800,high-contrast,high-contrast,reduced,fixed-nav-clearance:1/-71.96875/-71.96875,fixed-nav-clearance:1/-71.96875/-71.96875,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-saved-calculations-360x800-high-contrast-reduced.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0041,FAIL,R2-0041,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,calculator-center,chromium,390x844,dark,burgundy-command,full,fixed-nav-clearance:5/-240.390625/-240.390625,fixed-nav-clearance:5/-240.390625/-240.390625,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-calculator-center-390x844-dark-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0042,FAIL,R2-0042,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,india-finance,chromium,390x844,dark,burgundy-command,full,fixed-nav-clearance:1/-2073.25/-2073.25,fixed-nav-clearance:1/-2073.25/-2073.25,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-india-finance-390x844-dark-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0043,FAIL,R2-0043,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,indicator-library,chromium,390x844,dark,burgundy-command,full,fixed-nav-clearance:0/-477.609375/-477.609375,fixed-nav-clearance:0/-477.609375/-477.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-indicator-library-390x844-dark-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
P2B-R30515801762-0044,FAIL,R2-0044,30515801762,8749246424,9b5d87e42e5ba2f9b1f49b53da392fcae2ea6f3b,formula-library,chromium,390x844,dark,burgundy-command,full,fixed-nav-clearance:0/-5376.609375/-5376.609375,fixed-nav-clearance:0/-5376.609375/-5376.609375,,,,0,loaded,True,0,.prompt2b-review/screenshots/chromium-formula-library-390x844-dark-full.png,test harness defect,"Opening-brand readiness and smooth-scroll measurement defect: the harness wrote an unrelated local-storage key instead of the product session-storage opening key, then measured before the actual scroll owner settled.",scripts/prompt2b-final-review.mjs,MEDIUM,PENDING,PENDING,NO,
